Paper_Name,Year,Citation_Number,Type
Dual Encoding for Zero-Example Video Retrieval,2019,244,Poster
MaxpoolNMS: Getting Rid of NMS Bottlenecks in Two-Stage Object Detectors,2019,24,Poster
Character Region Awareness for Text Detection,2019,751,Poster
Effective Aesthetics Prediction With Multi-Level Spatially Pooled Features,2019,112,Poster
Attentive Region Embedding Network for Zero-Shot Learning,2019,238,Poster
Explicit Spatial Encoding for Deep Local Descriptors,2019,17,Poster
Panoptic Segmentation,2019,1130,Poster
You Reap What You Sow: Using Videos to Generate High Precision Object Proposals for Weakly-Supervised Object Detection,2019,36,Poster
Explore-Exploit Graph Traversal for Image Retrieval,2019,33,Poster
Dissimilarity Coefficient Based Weakly Supervised Object Detection,2019,89,Poster
Kernel Transformer Networks for Compact Spherical Convolution,2019,106,Poster
Object Detection With Location-Aware Deformable Convolution and Backward Attention Filtering,2019,31,Poster
Variational Prototyping-Encoder: One-Shot Learning With Prototypical Images,2019,61,Poster
Unsupervised Domain Adaptation Using Feature-Whitening and Consensus Loss,2019,169,Poster
FEELVOS: Fast End-To-End Embedding Learning for Video Object Segmentation,2019,372,Poster
PartNet: A Recursive Part Decomposition Network for Fine-Grained and Hierarchical Shape Segmentation,2019,81,Poster
Learning Multi-Class Segmentations From Single-Class Datasets,2019,46,Poster
Convolutional Recurrent Network for Road Boundary Extraction,2019,62,Poster
DFANet: Deep Feature Aggregation for Real-Time Semantic Segmentation,2019,488,Poster
A Cross-Season Correspondence Dataset for Robust Semantic Segmentation,2019,82,Poster
ManTra-Net: Manipulation Tracing Network for Detection and Localization of Image Forgeries With Anomalous Features,2019,305,Poster
On Zero-Shot Recognition of Generic Objects,2019,16,Poster
Explicit Bias Discovery in Visual Question Answering Models,2019,85,Poster
REPAIR: Removing Representation Bias by Dataset Resampling,2019,219,Poster
Label Efficient Semi-Supervised Learning via Graph Filtering,2019,162,Poster
MVTec AD - A Comprehensive Real-World Dataset for Unsupervised Anomaly Detection,2019,1089,Poster
ABC: A Big CAD Model Dataset for Geometric Deep Learning,2019,308,Poster
Tightness-Aware Evaluation Protocol for Scene Text Detection,2019,32,Poster
PointConv: Deep Convolutional Networks on 3D Point Clouds,2019,1287,Poster
Octree Guided CNN With Spherical Kernels for 3D Point Clouds,2019,139,Poster
VITAMIN-E: VIsual Tracking and MappINg With Extremely Dense Feature Points,2019,28,Poster
Conditional Single-View Shape Generation for Multi-View Stereo Reconstruction,2019,26,Poster
Learning to Adapt for Stereo,2019,66,Poster
3D Appearance Super-Resolution With Deep Learning,2019,35,Poster
Radial Distortion Triangulation,2019,7,Poster
Robust Point Cloud Based Reconstruction of Large-Scale Outdoor Scenes,2019,17,Poster
Minimal Solvers for Mini-Loop Closures in 3D Multi-Scan Alignment,2019,8,Poster
Volumetric Capture of Humans With a Single RGBD Camera via Semi-Parametric Learning,2019,35,Poster
Joint Face Detection and Facial Motion Retargeting for Multiple Faces,2019,44,Poster
Monocular Depth Estimation Using Relative Depth Maps,2019,119,Poster
Unsupervised Primitive Discovery for Improved 3D Generative Modeling,2019,40,Poster
Learning to Explore Intrinsic Saliency for Stereoscopic Video,2019,6,Poster
"Spherical Regression: Learning Viewpoints, Surface Normals and 3D Rotations on N-Spheres",2019,56,Poster
Refine and Distill: Exploiting Cycle-Inconsistency and Knowledge Distillation for Unsupervised Monocular Depth Estimation,2019,128,Poster
Learning View Priors for Single-View 3D Reconstruction,2019,77,Poster
Geometry-Aware Symmetric Domain Adaptation for Monocular Depth Estimation,2019,160,Poster
Learning Monocular Depth Estimation Infusing Traditional Stereo Knowledge,2019,190,Poster
SIGNet: Semantic Instance Aided Unsupervised 3D Geometry Perception,2019,59,Poster
3D Guided Fine-Grained Face Manipulation,2019,79,Poster
Neuro-Inspired Eye Tracking With Eye Movement Dynamics,2019,28,Poster
Facial Emotion Distribution Learning by Exploiting Low-Rank Label Correlations Locally,2019,75,Poster
Unsupervised Face Normalization With Extreme Pose and Expression in the Wild,2019,84,Poster
Semantic Component Decomposition for Face Attribute Manipulation,2019,40,Poster
R3 Adversarial Network for Cross Model Face Recognition,2019,27,Poster
Disentangling Latent Hands for Image Synthesis and Pose Estimation,2019,111,Poster
Generating Multiple Hypotheses for 3D Human Pose Estimation With Mixture Density Network,2019,163,Poster
CrossInfoNet: Multi-Task Information Sharing Based Hand Pose Estimation,2019,76,Poster
P2SGrad: Refined Gradients for Optimizing Deep Face Models,2019,33,Poster
Action Recognition From Single Timestamp Supervision in Untrimmed Videos,2019,52,Poster
Time-Conditioned Action Anticipation in One Shot,2019,99,Poster
Dance With Flow: Two-In-One Stream Action Detection,2019,85,Poster
Representation Flow for Action Recognition,2019,157,Poster
LSTA: Long Short-Term Attention for Egocentric Action Recognition,2019,149,Poster
Learning Actor Relation Graphs for Group Activity Recognition,2019,206,Poster
A Structured Model for Action Detection,2019,89,Poster
Out-Of-Distribution Detection for Generalized Zero-Shot Action Recognition,2019,126,Poster
Object Discovery in Videos as Foreground Motion Clustering,2019,55,Poster
Towards Natural and Accurate Future Motion Prediction of Humans and Animals,2019,84,Poster
Automatic Face Aging in Videos via Deep Reinforcement Learning,2019,36,Poster
Multi-Adversarial Discriminative Deep Domain Generalization for Face Presentation Attack Detection,2019,243,Poster
A Content Transformation Block for Image Style Transfer,2019,70,Poster
BeautyGlow: On-Demand Makeup Transfer Framework With Reversible Generative Network,2019,82,Poster
Style Transfer by Relaxed Optimal Transport and Self-Similarity,2019,186,Poster
Inserting Videos Into Videos,2019,20,Poster
Learning Image and Video Compression Through Spatial-Temporal Energy Compaction,2019,72,Poster
Event-Based High Dynamic Range Image and Very High Frame Rate Video Generation Using Conditional Generative Adversarial Networks,2019,137,Poster
Enhancing TripleGAN for Semi-Supervised Conditional Instance Synthesis and Classification,2019,27,Poster
"Capture, Learning, and Synthesis of 3D Speaking Styles",2019,169,Poster
Nesti-Net: Normal Estimation for Unstructured 3D Point Clouds Using Convolutional Neural Networks,2019,70,Poster
Ray-Space Projection Model for Light Field Camera,2019,11,Poster
Deep Geometric Prior for Surface Reconstruction,2019,146,Poster
Analysis of Feature Visibility in Non-Line-Of-Sight Measurements,2019,39,Poster
Hyperspectral Imaging With Random Printed Mask,2019,21,Poster
All-Weather Deep Outdoor Lighting Estimation,2019,55,Poster
A Variational EM Framework With Adaptive Edge Selection for Blind Motion Deblurring,2019,40,Poster
Viewport Proposal CNN for 360deg Video Quality Assessment,2019,21,Poster
Beyond Gradient Descent for Regularized Segmentation Losses,2019,30,Poster
MAGSAC: Marginalizing Sample Consensus,2019,190,Poster
Understanding and Visualizing Deep Visual Saliency Models,2019,41,Poster
Divergence Prior and Vessel-Tree Reconstruction,2019,6,Poster
Unsupervised Domain-Specific Deblurring via Disentangled Representations,2019,136,Poster
Douglas-Rachford Networks: Learning Both the Image Prior and Data Fidelity Terms for Blind Image Deconvolution,2019,45,Poster
Speed Invariant Time Surface for Learning to Detect Corner Points With Event-Based Cameras,2019,72,Poster
Training Deep Learning Based Image Denoisers From Undersampled Measurements Without Ground Truth and Without Image Prior,2019,42,Poster
A Variational Pan-Sharpening With Local Gradient Constraints,2019,131,Poster
F-VAEGAN-D2: A Feature Generating Framework for Any-Shot Learning,2019,415,Poster
Sliced Wasserstein Discrepancy for Unsupervised Domain Adaptation,2019,475,Poster
Graph Attention Convolution for Point Cloud Semantic Segmentation,2019,559,Poster
Normalized Diversification,2019,23,Poster
Learning to Localize Through Compressed Binary Maps,2019,30,Poster
A Parametric Top-View Representation of Complex Road Scenes,2019,39,Poster
Self-Supervised Spatiotemporal Learning via Video Clip Order Prediction,2019,414,Poster
Superquadrics Revisited: Learning 3D Shape Parsing Beyond Cuboids,2019,138,Poster
Unsupervised Disentangling of Appearance and Geometry by Deformable Generator Network,2019,32,Poster
Self-Supervised Representation Learning by Rotation Feature Decoupling,2019,178,Poster
Weakly Supervised Deep Image Hashing Through Tag Embeddings,2019,33,Poster
Improved Road Connectivity by Joint Learning of Orientation and Segmentation,2019,132,Poster
Deep Supervised Cross-Modal Retrieval,2019,308,Poster
A Theoretically Sound Upper Bound on the Triplet Loss for Improving the Efficiency of Deep Distance Metric Learning,2019,55,Poster
Data Representation and Learning With Graph Diffusion-Embedding Networks,2019,28,Poster
Video Relationship Reasoning Using Gated Spatio-Temporal Energy Graph,2019,94,Poster
Image-Question-Answer Synergistic Network for Visual Dialog,2019,67,Poster
Not All Frames Are Equal: Weakly-Supervised Video Grounding With Contextual Similarity and Visual Clustering Losses,2019,38,Poster
Inverse Cooking: Recipe Generation From Food Images,2019,132,Poster
Adversarial Semantic Alignment for Improved Image Captions,2019,35,Poster
Answer Them All! Toward Universal Visual Question Answering Models,2019,84,Poster
Unsupervised Multi-Modal Neural Machine Translation,2019,56,Poster
Multi-Task Learning of Hierarchical Vision-Language Representation,2019,56,Poster
Cross-Modal Self-Attention Network for Referring Image Segmentation,2019,299,Poster
DuDoNet: Dual Domain Network for CT Metal Artifact Reduction,2019,139,Poster
Fast Spatio-Temporal Residual Network for Video Super-Resolution,2019,130,Poster
Complete the Look: Scene-Based Complementary Product Recommendation,2019,74,Poster
Selective Sensor Fusion for Neural Visual-Inertial Odometry,2019,120,Poster
Look More Than Once: An Accurate Detector for Text of Arbitrary Shapes,2019,234,Poster
Learning Binary Code for Personalized Fashion Recommendation,2019,56,Poster
Attention Based Glaucoma Detection: A Large-Scale Database and CNN Model,2019,166,Poster
Privacy Protection in Street-View Panoramas Using Depth and Multi-View Imagery,2019,55,Poster
Grounding Human-To-Vehicle Advice for Self-Driving Vehicles,2019,51,Poster
Multi-Step Prediction of Occupancy Grid Maps With Recurrent Neural Networks,2019,66,Poster
Connecting Touch and Vision via Cross-Modal Prediction,2019,84,Poster
X2CT-GAN: Reconstructing CT From Biplanar X-Rays With Generative Adversarial Networks,2019,130,Poster
Practical Full Resolution Learned Lossless Image Compression,2019,169,Oral
Image-To-Image Translation via Group-Wise Deep Whitening-And-Coloring Transformation,2019,118,Oral
Max-Sliced Wasserstein Distance and Its Use for GANs,2019,140,Oral
Meta-Learning With Differentiable Convex Optimization,2019,1129,Oral
RePr: Improved Training of Convolutional Filters,2019,63,Oral
Tangent-Normal Adversarial Regularization for Semi-Supervised Learning,2019,32,Oral
Auto-Encoding Scene Graphs for Image Captioning,2019,635,Oral
"Fast, Diverse and Accurate Image Captioning Guided by Part-Of-Speech",2019,123,Oral
Attention Branch Network: Learning of Attention Mechanism for Visual Explanation,2019,429,Oral
Cascaded Projection: End-To-End Network Compression and Acceleration,2019,41,Oral
DeepCaps: Going Deeper With Capsule Networks,2019,218,Oral
FBNet: Hardware-Aware Efficient ConvNet Design via Differentiable Neural Architecture Search,2019,1224,Oral
APDrawingGAN: Generating Artistic Portrait Drawings From Face Photos With Hierarchical GANs,2019,128,Oral
Constrained Generative Adversarial Networks for Interactive Image Generation,2019,24,Oral
WarpGAN: Automatic Caricature Generation,2019,68,Oral
Explainability Methods for Graph Convolutional Neural Networks,2019,366,Oral
A Generative Adversarial Density Estimator,2019,18,Oral
SoDeep: A Sorting Deep Net to Learn Ranking Loss Surrogates,2019,62,Oral
High-Quality Face Capture Using Anatomical Muscles,2019,20,Oral
FML: Face Model Learning From Videos,2019,134,Oral
AdaCos: Adaptively Scaling Cosine Logits for Effectively Learning Deep Face Representations,2019,193,Oral
3D Hand Shape and Pose Estimation From a Single RGB Image,2019,390,Oral
3D Hand Shape and Pose From Images in the Wild,2019,282,Oral
Self-Supervised 3D Hand Pose Estimation Through Training by Fitting,2019,96,Oral
CrowdPose: Efficient Crowded Scenes Pose Estimation and a New Benchmark,2019,404,Oral
Towards Social Artificial Intelligence: Nonverbal Social Signal Prediction in a Triadic Interaction,2019,69,Oral
HoloPose: Holistic 3D Human Reconstruction In-The-Wild,2019,190,Oral
Weakly-Supervised Discovery of Geometry-Aware Representation for 3D Human Pose Estimation,2019,111,Oral
In the Wild Human Pose Estimation Using Explicit 2D Features and Intermediate 3D Representations,2019,129,Oral
Slim DensePose: Thrifty Learning From Sparse Annotations and Motion Cues,2019,35,Oral
Self-Supervised Representation Learning From Videos for Facial Action Unit Detection,2019,92,Oral
Combining 3D Morphable Models: A Large Scale Face-And-Head Model,2019,71,Oral
Boosting Local Shape Matching for Dense 3D Face Correspondence,2019,9,Oral
Unsupervised Part-Based Disentangling of Object Shape and Appearance,2019,140,Oral
"Monocular Total Capture: Posing Face, Body, and Hands in the Wild",2019,284,Oral
"Expressive Body Capture: 3D Hands, Face, and Body From a Single Image",2019,875,Oral
Neural RGB(r)D Sensing: Depth and Uncertainty From a Video Camera,2019,141,Oral
DAVANet: Stereo Deblurring With View Aggregation,2019,86,Oral
DVC: An End-To-End Deep Video Compression Framework,2019,416,Oral
SOSNet: Second Order Similarity Regularization for Local Descriptor Learning,2019,266,Oral
"Double-DIP"": Unsupervised Image Decomposition via Coupled Deep-Image-Priors""",2019,315,Oral
Unprocessing Images for Learned Raw Denoising,2019,330,Oral
Residual Networks for Light Field Image Super-Resolution,2019,156,Oral
